year	month	day	monthday	link	city	state	Concert	Keep	day
2014	7	136	Jul 9	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0283.MOV")	Washington	District of Columbia		keep	136
2014	7	137	Jul 10	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0243.MOV")	Washington	District of Columbia		keep	137
2014	7	138	Jul 11	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0316.MOV")	Washington	District of Columbia		keep	138
2014	7	139	Jul 12	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0353.MOV")	Washington	District of Columbia		keep	139
2014	7	140	Jul 13	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0404.MOV")	Washington	District of Columbia		keep	140
2014	7	141	Jul 14	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0744.MOV")	Washington	District of Columbia		keep	141
2014	7	142	Jul 15	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0436.MOV")	Washington	District of Columbia		keep	142
2014	7	143	Jul 16	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0442.MOV")	Washington	District of Columbia		keep	143
2014	7	144	Jul 17	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0691.MOV")	Washington	District of Columbia		keep	144
2014	7	145	Jul 18	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0479.MOV")	Washington	District of Columbia		keep	145
2014	7	146	Jul 19	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0581.MOV")	Washington	District of Columbia		keep	146
2014	7	147	Jul 20	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0680.MOV")	Washington	District of Columbia		keep	147
2014	7	148	Jul 21	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0740.MOV")	Washington	District of Columbia		keep	148
2014	7	149	Jul 22	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0755.MOV")	Washington	District of Columbia		keep	149
2014	7	150	Jul 23	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0671.MOV")	Washington	District of Columbia		keep	150
2014	7	151	Jul 24	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0777.MOV")	Washington	District of Columbia		keep	151
2014	7	152	Jul 25	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0683.MOV")	Washington	District of Columbia		keep	152
2014	7	153	Jul 26	=HYPERLINK("http://localhost:8000/2014/07/24/20140724-191511/IMG_0669.MOV")	Washington	District of Columbia		keep	153
2014	7	154	Jul 27	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_0897.MOV")	Washington	District of Columbia		keep	154
2014	7	155	Jul 28	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_0918.MOV")	Washington	District of Columbia		keep	155
2014	7	156	Jul 29	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_0933.MOV")	Washington	District of Columbia		keep	156
2014	7	157	Jul 30	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_0943.MOV")	Washington	District of Columbia		keep	157
2014	7	158	Jul 31	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_0962.MOV")	Washington	District of Columbia		keep	158
2014	8	1	Aug 1	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1013.MOV")	Chicago	Illinois		keep	1
2014	8	2	Aug 2	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1110.MOV")	Chicago	Illinois		keep	2
2014	8	3	Aug 3	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1118.MOV")	Chicago	Illinois		keep	3
2014	8	4	Aug 4	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1272.MOV")	Chicago	Illinois		keep	4
2014	8	8	Aug 5	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1405.MOV")	Annandale	Virginia		keep	8
2014	8	9	Aug 6	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1442.MOV")	Annandale	Virginia		keep	9
2014	8	10	Aug 7	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1446.MOV")	Annandale	Virginia		keep	10
2014	8	11	Aug 8	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1451.MOV")	Annandale	Virginia		keep	11
2014	8	159	Aug 9	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1469.MOV")	Washington	District of Columbia		keep	159
2014	8	160	Aug 10	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1499.MOV")	Washington	District of Columbia		keep	160
2014	8	161	Aug 11	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1562.MOV")	Washington	District of Columbia		keep	161
2014	8	162	Aug 12	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1519.MOV")	Washington	District of Columbia		keep	162
2014	8	163	Aug 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1527.MOV")	Washington	District of Columbia		keep	163
2014	8	164	Aug 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1540.MOV")	Washington	District of Columbia		keep	164
2014	8	165	Aug 15	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1564.MOV")	Washington	District of Columbia		keep	165
2014	8	166	Aug 16	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1588.MOV")	Washington	District of Columbia		keep	166
2014	8	1	Aug 17	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1679.MOV")	Long Island	New York		keep	1
2014	8	167	Aug 18	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1703.MOV")	Washington	District of Columbia		keep	167
2014	8	2	Aug 19	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1664.MOV")	Long Island	New York		keep	2
2014	8	168	Aug 20	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1715.MOV")	Washington	District of Columbia		keep	168
2014	8	2	Aug 21	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1745.MOV")	Baltimore	Maryland		keep	2
2014	8	1	Aug 22	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1753.MOV")	Las Vegas	Nevada		keep	1
2014	8	2	Aug 23	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1768.MOV")	Las Vegas	Nevada		keep	2
2014	8	3	Aug 24	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1888.MOV")	Las Vegas	Nevada		keep	3
2014	8	169	Aug 25	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2041.MOV")	Washington	District of Columbia		keep	169
2014	8	170	Aug 26	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1960.MOV")	Washington	District of Columbia		keep	170
2014	8	171	Aug 27	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1991.MOV")	Washington	District of Columbia		keep	171
2014	8	172	Aug 28	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2041.MOV")	Washington	District of Columbia		keep	172
2014	8	173	Aug 29	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1963.MOV")	Washington	District of Columbia		keep	173
2014	8	174	Aug 30	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2050.MOV")	Washington	District of Columbia		keep	174
2014	8	175	Aug 31	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_1962.MOV")	Washington	District of Columbia		keep	175
2014	9	1	Sep 1	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2106.MOV")	Manhasset	New York		keep	1
2014	9	176	Sep 2	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2163.MOV")	Washington	District of Columbia		keep	176
2014	9	177	Sep 3	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2169.MOV")	Washington	District of Columbia		keep	177
2014	9	178	Sep 4	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2191.MOV")	Washington	District of Columbia		keep	178
2014	9	179	Sep 5	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2236.MOV")	Washington	District of Columbia	Spoon	keep	179
2014	9	180	Sep 6	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2266.MOV")	Washington	District of Columbia		keep	180
2014	9	3	Sep 7	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2333.MOV")	Long Island	New York		keep	3
2014	9	181	Sep 8	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2361.MOV")	Washington	District of Columbia		keep	181
2014	9	182	Sep 9	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2376.MOV")	Washington	District of Columbia		keep	182
2014	9	183	Sep 10	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2400.MOV")	Washington	District of Columbia		keep	183
2014	9	184	Sep 11	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2429.MOV")	Washington	District of Columbia		keep	184
2014	9	185	Sep 12	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2397.MOV")	Washington	District of Columbia		keep	185
2014	9	186	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2472.MOV")	Washington	District of Columbia		keep	186
2014	9	187	Sep 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2537.MOV")	Washington	District of Columbia		keep	187
2014	9	188	Sep 15	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2560.MOV")	Washington	District of Columbia		keep	188
2014	9	189	Sep 16	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2583.MOV")	Washington	District of Columbia		keep	189
2014	9	190	Sep 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2650.MOV")	Washington	District of Columbia		keep	190
2014	9	191	Sep 18	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2605.MOV")	Washington	District of Columbia		keep	191
2014	9	192	Sep 19	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2628.MOV")	Washington	District of Columbia		keep	192
2014	9	193	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2676.MOV")	Washington	District of Columbia		keep	193
2014	9	194	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2737.MOV")	Washington	District of Columbia		keep	194
2014	9	195	Sep 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2782.MOV")	Washington	District of Columbia		keep	195
2014	9	196	Sep 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2785.MOV")	Washington	District of Columbia		keep	196
2014	9	197	Sep 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2819.MOV")	Washington	District of Columbia		keep	197
2014	9	198	Sep 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2840.MOV")	Washington	District of Columbia		keep	198
2014	9	199	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2854.MOV")	Washington	District of Columbia	Tennis	keep	199
2014	9	2	Sep 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2899.MOV")	Nashville	Tennessee		keep	2
2014	9	3	Sep 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2958.MOV")	Nashville	Tennessee		keep	3
2014	9	4	Sep 29	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2985.MOV")	Nashville	Tennessee		keep	4
2014	9	5	Sep 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3007.MOV")	Nashville	Tennessee		keep	5
2014	10	1	Oct 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3036.MOV")	Mountain View	California		keep	1
2014	10	2	Oct 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3056.MOV")	Mountain View	California		keep	2
2014	10	3	Oct 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3078.MOV")	Baltimore	Maryland		keep	3
2014	10	200	Oct 4	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3104.MOV")	Washington	District of Columbia		keep	200
2014	10	201	Oct 5	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3145.MOV")	Washington	District of Columbia		keep	201
2014	10	202	Oct 6	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3150.MOV")	Washington	District of Columbia		keep	202
2014	10	203	Oct 7	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3159.MOV")	Washington	District of Columbia		keep	203
2014	10	204	Oct 8	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3163.MOV")	Washington	District of Columbia		keep	204
2014	10	205	Oct 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3209.MOV")	Washington	District of Columbia		keep	205
2014	10	206	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3228.MOV")	Washington	District of Columbia		keep	206
2014	10	2	Oct 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3252.MOV")	Cambridge	Massachusetts		keep	2
2014	10	3	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3267.MOV")	Cambridge	Massachusetts		keep	3
2014	10	4	Oct 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3253.MOV")	Cambridge	Massachusetts		keep	4
2014	10	12	Oct 14	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3314.MOV")	Annandale	Virginia		keep	12
2014	10	207	Oct 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3344.MOV")	Washington	District of Columbia		keep	207
2014	10	208	Oct 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3349.MOV")	Washington	District of Columbia		keep	208
2014	10	209	Oct 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3361.MOV")	Washington	District of Columbia		keep	209
2014	10	1	Oct 18	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3391.MOV")	New York City	New York		keep	1
2014	10	2	Oct 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3403.MOV")	New York City	New York		keep	2
2014	10	3	Oct 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3410.MOV")	New York City	New York		keep	3
2014	10	210	Oct 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3429.MOV")	Washington	District of Columbia		keep	210
2014	10	211	Oct 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3444.MOV")	Washington	District of Columbia		keep	211
2014	10	212	Oct 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3471.MOV")	Washington	District of Columbia		keep	212
2014	10	213	Oct 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3482.MOV")	Washington	District of Columbia		keep	213
2014	10	214	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3518.MOV")	Washington	District of Columbia		keep	214
2014	10	215	Oct 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3602.MOV")	Washington	District of Columbia		keep	215
2014	10	216	Oct 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3631.MOV")	Washington	District of Columbia		keep	216
2014	10	217	Oct 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3632.MOV")	Washington	District of Columbia		keep	217
2014	10	218	Oct 29	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3650.MOV")	Washington	District of Columbia		keep	218
2014	10	219	Oct 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3673.MOV")	Washington	District of Columbia		keep	219
2014	10	220	Oct 31	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3701.MOV")	Washington	District of Columbia		keep	220
2014	11	4	Nov 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3726.MOV")	New York City	New York		keep	4
2014	11	5	Nov 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3759.MOV")	New York City	New York		keep	5
2014	11	6	Nov 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3787.MOV")	New York City	New York		keep	6
2014	11	221	Nov 4	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3806.MOV")	Washington	District of Columbia		keep	221
2014	11	222	Nov 5	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3841.MOV")	Washington	District of Columbia		keep	222
2014	11	223	Nov 6	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3973.MOV")	Washington	District of Columbia		keep	223
2014	11	224	Nov 7	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3887.MOV")	Washington	District of Columbia		keep	224
2014	11	225	Nov 8	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3899.MOV")	Washington	District of Columbia		keep	225
2014	11	226	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3949.MOV")	Washington	District of Columbia		keep	226
2014	11	227	Nov 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3987.MOV")	Washington	District of Columbia	Mansions on the Moon	keep	227
2014	11	228	Nov 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4013.MOV")	Washington	District of Columbia		keep	228
2014	11	229	Nov 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4022.MOV")	Washington	District of Columbia		keep	229
2014	11	230	Nov 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4036.MOV")	Washington	District of Columbia	Lake Street Dive	keep	230
2014	11	231	Nov 14	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4060.MOV")	Washington	District of Columbia		keep	231
2014	11	232	Nov 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4084.MOV")	Washington	District of Columbia		keep	232
2014	11	1	Nov 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4103.MOV")	Landover	Maryland		keep	1
2014	11	233	Nov 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4136.MOV")	Washington	District of Columbia		keep	233
2014	11	1	Nov 18	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4210.MOV")	Omaha	Nebraska		keep	1
2014	11	2	Nov 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4230.MOV")	Omaha	Nebraska		keep	2
2014	11	3	Nov 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4257.MOV")	Omaha	Nebraska		keep	3
2014	11	234	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4276.MOV")	Washington	District of Columbia	French Admirals	keep	234
2014	11	235	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4379.MOV")	Washington	District of Columbia		keep	235
2014	11	13	Nov 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4407.MOV")	Annandale	Virginia		keep	13
2014	11	14	Nov 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4426.MOV")	Annandale	Virginia		keep	14
2014	11	236	Nov 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4359.MOV")	Washington	District of Columbia		keep	236
2014	11	15	Nov 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4452.MOV")	Annandale	Virginia		keep	15
2014	11	237	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4472.MOV")	Washington	District of Columbia	College	keep	237
2014	11	16	Nov 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4557.MOV")	Annandale	Virginia		keep	16
2014	11	238	Nov 29	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4576.MOV")	Washington	District of Columbia		keep	238
2014	11	239	Nov 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4598.MOV")	Washington	District of Columbia		keep	239
2014	12	240	Dec 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4600.MOV")	Washington	District of Columbia		keep	240
2014	12	241	Dec 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4614.MOV")	Washington	District of Columbia		keep	241
2014	12	242	Dec 3	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4626.MOV")	Washington	District of Columbia		keep	242
2014	12	243	Dec 4	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4632.MOV")	Washington	District of Columbia		keep	243
2014	12	244	Dec 5	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4638.MOV")	Washington	District of Columbia		keep	244
2014	12	245	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4708.MOV")	Washington	District of Columbia	Har Mar Superstar & Pizza Underground	keep	245
2014	12	246	Dec 7	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4758.MOV")	Washington	District of Columbia		keep	246
2014	12	247	Dec 8	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4778.MOV")	Washington	District of Columbia		keep	247
2014	12	248	Dec 9	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4793.MOV")	Washington	District of Columbia		keep	248
2014	12	249	Dec 10	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4811.MOV")	Washington	District of Columbia		keep	249
2014	12	250	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4826.MOV")	Washington	District of Columbia		keep	250
2014	12	251	Dec 12	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4856.MOV")	Washington	District of Columbia		keep	251
2014	12	252	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4887.MOV")	Washington	District of Columbia		keep	252
2014	12	253	Dec 14	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4898.MOV")	Washington	District of Columbia		keep	253
2014	12	254	Dec 15	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4846.MOV")	Washington	District of Columbia		keep	254
2014	12	255	Dec 16	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4915.MOV")	Washington	District of Columbia		keep	255
2014	12	256	Dec 17	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4928.MOV")	Washington	District of Columbia		keep	256
2014	12	257	Dec 18	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4852.MOV")	Washington	District of Columbia		keep	257
2014	12	258	Dec 19	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4972.MOV")	Washington	District of Columbia		keep	258
2014	12	7	Dec 20	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4985.MOV")	New York City	New York		keep	7
2014	12	2	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4988.MOV")	Manhasset	New York		keep	2
2014	12	3	Dec 22	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5027.MOV")	Manhasset	New York		keep	3
2014	12	3	Dec 23	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5050.MOV")	Foxboro	Massachusetts		keep	3
2014	12	1	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5082.MOV")	Easton	Massachusetts		keep	1
2014	12	4	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5110.MOV")	Foxboro	Massachusetts		keep	4
2014	12	5	Dec 26	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5113.MOV")	Foxboro	Massachusetts		keep	5
2014	12	1	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5170.MOV")	Shelburne Falls	Massachusetts		keep	1
2014	12	6	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5224.MOV")	Foxboro	Massachusetts		keep	6
2014	12	7	Dec 29	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5232.MOV")	Foxboro	Massachusetts		keep	7
2014	12	8	Dec 30	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5243.MOV")	Foxboro	Massachusetts		keep	8
2014	12	6	Dec 31	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5306.MOV")	Windham Mountain	New York		keep	6
2015	12	7	Jan 1	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5317.MOV")	Windham Mountain	New York		keep	7
