year	month	day	monthday	link	city	state
2014	09	06	Sep 6	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2277.mov")	Washington	District of Columbia
2014	09	06	Sep 6	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2280.mov")	Washington	District of Columbia
2014	09	09	Sep 9	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2367.mov")	Washington	District of Columbia
2014	09	05	Sep 5	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2236.MOV")	Washington	District of Columbia
2014	09	07	Sep 7	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2306.MOV")	Sagaponack	New York
2014	09	07	Sep 7	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2334.MOV")	Sagaponack	New York
2014	09	08	Sep 8	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2352.MOV")	Southampton	New York
2014	09	08	Sep 8	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2361.mov")	Washington	District of Columbia
2014	09	09	Sep 9	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2376.MOV")	Washington	District of Columbia
2014	09	07	Sep 7	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2333.MOV")	Sagaponack	New York
2014	09	10	Sep 10	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2397.MOV")	Washington	District of Columbia
2014	09	10	Sep 10	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2400.MOV")	Washington	District of Columbia
2014	09	10	Sep 10	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2401.MOV")	Washington	District of Columbia
2014	09	13	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2469.mov")	Washington	District of Columbia
2014	09	07	Sep 7	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2336.MOV")	Sagaponack	New York
2014	09	11	Sep 11	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2429.MOV")	Washington	District of Columbia
2014	09	13	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2471.MOV")	Washington	District of Columbia
2014	09	13	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2472.MOV")	Washington	District of Columbia
2014	09	13	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2474.MOV")	Washington	District of Columbia
2014	09	14	Sep 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2505.MOV")	Washington	District of Columbia
2014	09	13	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2482.MOV")	Washington	District of Columbia
2014	09	14	Sep 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2537.MOV")	Washington	District of Columbia
2014	09	14	Sep 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2504.MOV")	Washington	District of Columbia
2014	09	15	Sep 15	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2555.MOV")	Washington	District of Columbia
2014	09	13	Sep 13	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2477.MOV")	Brentwood	Maryland
2014	09	15	Sep 15	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2560.MOV")	Washington	District of Columbia
2014	09	15	Sep 15	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2562.MOV")	Washington	District of Columbia
2014	09	14	Sep 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2544.MOV")	Washington	District of Columbia
2014	09	05	Sep 5	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2238.MOV")	Washington	District of Columbia
2014	09	14	Sep 14	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2545.MOV")	Washington	District of Columbia
2014	09	16	Sep 16	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2576.MOV")	Washington	District of Columbia
2014	09	16	Sep 16	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2583.MOV")	Washington	District of Columbia
2014	09	17	Sep 17	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2591.mov")	Saint James	New York
2014	09	18	Sep 18	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2605.MOV")	Washington	District of Columbia
2014	12	02	Dec 2	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4627.mov")	Washington	District of Columbia
2014	09	18	Sep 18	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2597.MOV")	Cape May Point	New Jersey
2014	09	19	Sep 19	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2628.MOV")	Washington	District of Columbia
2014	09	19	Sep 19	=HYPERLINK("http://localhost:8000/2014/09/19/20140919-101128/IMG_2631.MOV")	Washington	District of Columbia
2014	12	02	Dec 2	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4623.MOV")	Washington	District of Columbia
2014	12	03	Dec 3	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4625.MOV")	Washington	District of Columbia
2014	12	03	Dec 3	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4626.MOV")	Washington	District of Columbia
2014	12	04	Dec 4	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4632.MOV")	Washington	District of Columbia
2014	12	04	Dec 4	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4633.MOV")	Washington	District of Columbia
2014	12	05	Dec 5	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4635.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4663.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4652.MOV")	Washington	District of Columbia
2014	12	05	Dec 5	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4638.MOV")	Washington	District of Columbia
2014	12	05	Dec 5	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4637.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4702.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4681.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4707.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4704.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4719.MOV")	Washington	District of Columbia
2014	12	08	Dec 8	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4777.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4745.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4708.MOV")	Washington	District of Columbia
2014	12	08	Dec 8	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4778.MOV")	Washington	District of Columbia
2014	12	09	Dec 9	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4790.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4709.MOV")	Washington	District of Columbia
2014	12	07	Dec 7	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4758.MOV")	Washington	District of Columbia
2014	12	09	Dec 9	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4793.MOV")	Washington	District of Columbia
2014	12	10	Dec 10	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4811.MOV")	Washington	District of Columbia
2014	12	10	Dec 10	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4812.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4818.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4819.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4701.MOV")	Washington	District of Columbia
2014	12	06	Dec 6	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4703.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4824.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4823.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4827.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4826.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4851.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4825.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4852.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4846.MOV")	Washington	District of Columbia
2014	12	12	Dec 12	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4856.MOV")	Washington	District of Columbia
2014	12	11	Dec 11	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4845.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4868.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4861.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4862.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4870.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4876.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4887.MOV")	Washington	District of Columbia
2014	12	13	Dec 13	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4869.MOV")	Washington	District of Columbia
2014	12	16	Dec 16	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4905.MOV")	Washington	District of Columbia
2014	12	14	Dec 14	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4898.MOV")	Washington	District of Columbia
2014	12	16	Dec 16	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4921.MOV")	Washington	District of Columbia
2014	12	16	Dec 16	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4915.MOV")	Washington	District of Columbia
2014	12	17	Dec 17	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4929.MOV")	Washington	District of Columbia
2014	12	17	Dec 17	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4925.MOV")	Washington	District of Columbia
2014	12	17	Dec 17	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4928.MOV")	Washington	District of Columbia
2014	12	17	Dec 17	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4933.MOV")	Washington	District of Columbia
2014	12	18	Dec 18	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4937.MOV")	Washington	District of Columbia
2014	12	19	Dec 19	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4962.MOV")	Washington	District of Columbia
2014	12	19	Dec 19	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4970.MOV")	Washington	District of Columbia
2014	12	19	Dec 19	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4972.MOV")	Washington	District of Columbia
2014	12	20	Dec 20	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4979.MOV")	Washington	District of Columbia
2014	12	20	Dec 20	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4982.MOV")	Washington	District of Columbia
2014	12	20	Dec 20	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4980.MOV")	Washington	District of Columbia
2014	12	16	Dec 16	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4922.MOV")	Washington	District of Columbia
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4991.MOV")	Water Mill	New York
2014	12	20	Dec 20	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4985.MOV")	Amagansett	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4998.MOV")	Water Mill	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4992.MOV")	Water Mill	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4997.MOV")	Water Mill	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4988.MOV")	Water Mill	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5019.MOV")	Southampton	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5026.MOV")	Water Mill	New York
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5001.MOV")	Water Mill	New York
2014	12	23	Dec 23	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5047.MOV")	Charlestown	Rhode Island
2014	12	23	Dec 23	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5049.MOV")	Pembroke	Massachusetts
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5071.mov")	Washington	District of Columbia
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5065.MOV")	Nahant	Massachusetts
2014	12	23	Dec 23	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5050.MOV")	Pembroke	Massachusetts
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5069.MOV")	Nahant	Massachusetts
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5076.mov")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5086.mov")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5087.mov")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5082.MOV")	Halifax	Massachusetts
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5093.mov")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5083.MOV")	Halifax	Massachusetts
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_4999.MOV")	Water Mill	New York
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5095.mov")	Washington	District of Columbia
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5075.MOV")	Nahant	Massachusetts
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5074.MOV")	Nahant	Massachusetts
2014	12	26	Dec 26	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5113.MOV")	Marshfield	Massachusetts
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5090.MOV")	Pembroke	Massachusetts
2014	12	26	Dec 26	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5114.MOV")	Marshfield	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5127.MOV")	Pembroke	Massachusetts
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5091.MOV")	Pembroke	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5131.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5128.MOV")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5110.MOV")	Marshfield	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5138.mov")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5112.MOV")	Pembroke	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5139.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5140.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5141.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5142.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5143.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5144.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5129.MOV")	Marshfield	Massachusetts
2014	12	24	Dec 24	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5070.MOV")	Nahant	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5146.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5145.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5147.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5148.mov")	Washington	District of Columbia
2014	12	25	Dec 25	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5111.MOV")	Marshfield	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5156.mov")	Washington	District of Columbia
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5170.MOV")	Tewksbury	Massachusetts
2014	12	27	Dec 27	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5171.MOV")	Tewksbury	Massachusetts
2014	12	29	Dec 29	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5233.mov")	Washington	District of Columbia
2014	12	28	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5222.MOV")	Marshfield	Massachusetts
2014	12	28	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5206.MOV")	Marshfield	Massachusetts
2014	12	21	Dec 21	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5027.MOV")	Water Mill	New York
2014	12	28	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5224.MOV")	Marshfield	Massachusetts
2014	12	28	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5229.MOV")	Marshfield	Massachusetts
2014	12	28	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5223.MOV")	Marshfield	Massachusetts
2014	12	28	Dec 28	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5232.MOV")	Pembroke	Massachusetts
2014	12	30	Dec 30	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5243.MOV")	Marshfield	Massachusetts
2015	01	01	Jan 1	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5318.MOV")	Athens	New York
2014	12	31	Dec 31	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5306.MOV")	Stuyvesant	New York
2015	01	01	Jan 1	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5317.MOV")	Stuyvesant	New York
2014	12	31	Dec 31	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5304.MOV")	Stuyvesant	New York
2014	09	19	Sep 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2650.MOV")	Washington	District of Columbia
2014	09	19	Sep 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2651.MOV")	Washington	District of Columbia
2014	09	19	Sep 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2652.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2668.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2677.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2678.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2676.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2680.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2679.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2681.MOV")	Washington	District of Columbia
2015	01	01	Jan 1	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5356.MOV")	Athens	New York
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2682.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2691.MOV")	Washington	District of Columbia
2015	01	01	Jan 1	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5357.MOV")	Athens	New York
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2692.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2695.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2694.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2696.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2693.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2697.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2700.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2703.MOV")	Washington	District of Columbia
2014	09	20	Sep 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2698.MOV")	Washington	District of Columbia
2014	09	21	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2735.MOV")	Washington	District of Columbia
2014	09	21	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2736.MOV")	Washington	District of Columbia
2014	09	21	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2737.MOV")	Washington	District of Columbia
2014	09	21	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2738.MOV")	Washington	District of Columbia
2014	09	21	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2747.MOV")	Washington	District of Columbia
2014	09	23	Sep 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2781.MOV")	Washington	District of Columbia
2014	09	21	Sep 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2739.MOV")	Washington	District of Columbia
2014	09	23	Sep 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2782.MOV")	Washington	District of Columbia
2014	09	23	Sep 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2785.MOV")	Washington	District of Columbia
2014	09	24	Sep 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2819.MOV")	Washington	District of Columbia
2014	09	25	Sep 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2840.MOV")	Washington	District of Columbia
2014	09	25	Sep 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2841.MOV")	Washington	District of Columbia
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2844.MOV")	Washington	District of Columbia
2014	09	25	Sep 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2843.MOV")	Washington	District of Columbia
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2845.MOV")	Washington	District of Columbia
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2852.MOV")	Washington	District of Columbia
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2853.MOV")	Washington	District of Columbia
2014	09	27	Sep 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2882.MOV")	Washington	District of Columbia
