year	month	day	monthday	link	city	state
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2866.MOV")	Washington	District of Columbia
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2854.MOV")	Washington	District of Columbia
2014	09	28	Sep 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2938.MOV")	Washington	District of Columbia
2014	09	27	Sep 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2895.MOV")	Washington	District of Columbia
2014	09	27	Sep 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2898.MOV")	Cynthiana	Kentucky
2014	09	27	Sep 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2899.MOV")	Cynthiana	Kentucky
2014	09	28	Sep 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2958.MOV")	Monterey	Tennessee
2014	09	26	Sep 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2864.MOV")	Washington	District of Columbia
2014	09	28	Sep 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2957.MOV")	Monterey	Tennessee
2014	09	29	Sep 29	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2986.MOV")	Monterey	Tennessee
2014	09	29	Sep 29	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_2985.MOV")	Monterey	Tennessee
2014	09	30	Sep 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3015.MOV")	Washington	District of Columbia
2014	09	30	Sep 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3002.MOV")	Monterey	Tennessee
2014	10	01	Oct 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3036.MOV")	San Jose	California
2014	10	01	Oct 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3038.MOV")	San Jose	California
2014	10	02	Oct 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3040.MOV")	San Jose	California
2014	10	03	Oct 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3078.MOV")	Washington	District of Columbia
2014	09	30	Sep 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3007.MOV")	Monterey	Tennessee
2014	10	02	Oct 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3056.MOV")	San Jose	California
2014	10	03	Oct 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3084.MOV")	Fortescue	New Jersey
2014	10	03	Oct 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3096.MOV")	Greenwich	New Jersey
2014	10	03	Oct 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3097.MOV")	Greenwich	New Jersey
2014	10	04	Oct 4	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3104.MOV")	Washington	District of Columbia
2014	10	05	Oct 5	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3145.MOV")	Washington	District of Columbia
2014	10	06	Oct 6	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3150.MOV")	Washington	District of Columbia
2014	10	07	Oct 7	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3159.MOV")	Washington	District of Columbia
2014	10	08	Oct 8	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3163.MOV")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3218.mov")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3219.mov")	Washington	District of Columbia
2014	10	08	Oct 8	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3164.MOV")	Washington	District of Columbia
2014	10	09	Oct 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3207.MOV")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3220.mov")	Washington	District of Columbia
2014	10	09	Oct 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3209.MOV")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3211.MOV")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3222.mov")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3221.mov")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3223.mov")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3224.mov")	Washington	District of Columbia
2014	10	09	Oct 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3208.MOV")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3225.mov")	Washington	District of Columbia
2014	10	11	Oct 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3254.mov")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3226.mov")	Washington	District of Columbia
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3227.mov")	Washington	District of Columbia
2015	01	01	Jan 1	=HYPERLINK("http://localhost:8000/2015/01/01/20150101-181545/IMG_5355.MOV")	Athens	New York
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3240.MOV")	Washington	District of Columbia
2014	10	11	Oct 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3252.MOV")	Nahant	Massachusetts
2014	10	11	Oct 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3246.MOV")	Winthrop	Massachusetts
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3228.MOV")	Cape May Point	New Jersey
2014	10	10	Oct 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3241.MOV")	Washington	District of Columbia
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3268.MOV")	Nahant	Massachusetts
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3267.MOV")	Nahant	Massachusetts
2014	10	11	Oct 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3253.MOV")	Nahant	Massachusetts
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3269.MOV")	Nahant	Massachusetts
2014	10	13	Oct 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3319.mov")	Washington	District of Columbia
2014	10	13	Oct 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3314.MOV")	Upper Marlboro	Maryland
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3286.MOV")	North Truro	Massachusetts
2014	10	15	Oct 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3337.MOV")	Washington	District of Columbia
2014	10	13	Oct 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3316.MOV")	Upper Marlboro	Maryland
2014	10	13	Oct 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3315.MOV")	Upper Marlboro	Maryland
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3296.MOV")	North Truro	Massachusetts
2014	10	15	Oct 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3338.MOV")	Washington	District of Columbia
2014	10	15	Oct 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3339.MOV")	Washington	District of Columbia
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3275.MOV")	Saugus	Massachusetts
2014	10	17	Oct 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3367.mov")	Washington	District of Columbia
2014	10	15	Oct 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3344.MOV")	Washington	District of Columbia
2014	10	17	Oct 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3368.mov")	Washington	District of Columbia
2014	10	17	Oct 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3369.mov")	Washington	District of Columbia
2014	10	16	Oct 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3345.MOV")	Washington	District of Columbia
2014	10	16	Oct 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3349.MOV")	Washington	District of Columbia
2014	10	20	Oct 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3410.mov")	Washington	District of Columbia
2014	10	19	Oct 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3391.MOV")	Amagansett	New York
2014	10	18	Oct 18	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3376.MOV")	Chesapeake City	Maryland
2014	10	20	Oct 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3419.MOV")	Greenwich	New Jersey
2014	10	19	Oct 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3403.MOV")	New York	New York
2014	10	20	Oct 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3414.MOV")	Amagansett	New York
2014	10	19	Oct 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3397.MOV")	Amagansett	New York
2014	10	17	Oct 17	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3361.MOV")	Washington	District of Columbia
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3270.MOV")	Revere	Massachusetts
2014	10	22	Oct 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3434.mov")	Washington	District of Columbia
2014	10	12	Oct 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3257.MOV")	Hull	Massachusetts
2014	10	22	Oct 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3435.mov")	Washington	District of Columbia
2014	10	20	Oct 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3421.MOV")	Fortescue	New Jersey
2014	10	21	Oct 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3429.MOV")	Washington	District of Columbia
2014	10	20	Oct 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3423.MOV")	Washington	District of Columbia
2014	10	22	Oct 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3444.MOV")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3511.mov")	Washington	District of Columbia
2014	10	23	Oct 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3471.MOV")	Washington	District of Columbia
2014	10	23	Oct 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3472.MOV")	Washington	District of Columbia
2014	10	23	Oct 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3473.MOV")	Washington	District of Columbia
2014	10	23	Oct 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3482.MOV")	Washington	District of Columbia
2014	10	26	Oct 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3602.mov")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3503.MOV")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3510.MOV")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3508.MOV")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3518.MOV")	Washington	District of Columbia
2014	10	26	Oct 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3608.MOV")	Washington	District of Columbia
2014	10	27	Oct 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3631.MOV")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3512.MOV")	Washington	District of Columbia
2014	10	27	Oct 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3629.MOV")	Washington	District of Columbia
2014	10	28	Oct 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3640.MOV")	Washington	District of Columbia
2014	10	28	Oct 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3632.MOV")	Washington	District of Columbia
2014	10	26	Oct 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3562.MOV")	Washington	District of Columbia
2014	10	25	Oct 25	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3513.MOV")	Washington	District of Columbia
2014	10	28	Oct 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3641.MOV")	Washington	District of Columbia
2014	10	29	Oct 29	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3650.MOV")	Washington	District of Columbia
2014	10	30	Oct 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3670.MOV")	Washington	District of Columbia
2014	10	30	Oct 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3673.MOV")	Washington	District of Columbia
2014	10	30	Oct 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3671.MOV")	Washington	District of Columbia
2014	10	31	Oct 31	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3701.MOV")	Washington	District of Columbia
2014	10	30	Oct 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3685.MOV")	Washington	District of Columbia
2014	10	31	Oct 31	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3715.MOV")	Washington	District of Columbia
2014	11	01	Nov 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3725.MOV")	New York	New York
2014	11	01	Nov 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3730.MOV")	Amagansett	New York
2014	11	01	Nov 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3741.mov")	Washington	District of Columbia
2014	11	01	Nov 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3726.MOV")	Amagansett	New York
2014	11	02	Nov 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3759.MOV")	Amagansett	New York
2014	11	01	Nov 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3735.MOV")	New York	New York
2014	11	03	Nov 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3786.MOV")	Astoria	New York
2014	11	02	Nov 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3768.MOV")	Amagansett	New York
2014	11	03	Nov 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3789.MOV")	Jamaica	New York
2014	11	04	Nov 4	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3806.MOV")	Washington	District of Columbia
2014	11	04	Nov 4	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3807.MOV")	Washington	District of Columbia
2014	11	05	Nov 5	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3840.MOV")	Washington	District of Columbia
2014	11	03	Nov 3	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3787.MOV")	Astoria	New York
2014	11	05	Nov 5	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3841.MOV")	Washington	District of Columbia
2014	11	07	Nov 7	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3887.MOV")	Washington	District of Columbia
2014	11	07	Nov 7	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3888.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3961.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3949.MOV")	Washington	District of Columbia
2014	11	08	Nov 8	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3900.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3960.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3970.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3973.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3974.MOV")	Washington	District of Columbia
2014	11	09	Nov 9	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3975.MOV")	Washington	District of Columbia
2014	11	10	Nov 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3993.MOV")	Washington	District of Columbia
2014	11	10	Nov 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3987.MOV")	Washington	District of Columbia
2014	11	11	Nov 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4010.MOV")	Washington	District of Columbia
2014	11	10	Nov 10	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3994.MOV")	Washington	District of Columbia
2014	11	11	Nov 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4014.MOV")	Washington	District of Columbia
2014	11	11	Nov 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4013.MOV")	Washington	District of Columbia
2014	11	11	Nov 11	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4015.MOV")	Washington	District of Columbia
2014	11	12	Nov 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4021.MOV")	Washington	District of Columbia
2014	11	12	Nov 12	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4022.MOV")	Washington	District of Columbia
2014	11	13	Nov 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4032.MOV")	Washington	District of Columbia
2014	11	13	Nov 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4033.MOV")	Washington	District of Columbia
2014	11	13	Nov 13	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4036.MOV")	Washington	District of Columbia
2014	11	15	Nov 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4065.MOV")	Washington	District of Columbia
2014	11	14	Nov 14	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4060.MOV")	Washington	District of Columbia
2014	11	15	Nov 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4084.MOV")	Washington	District of Columbia
2014	11	08	Nov 8	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_3899.MOV")	Washington	District of Columbia
2014	11	15	Nov 15	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4083.MOV")	Washington	District of Columbia
2014	11	16	Nov 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4096.MOV")	Cape May Point	New Jersey
2014	11	16	Nov 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4103.MOV")	Cape May Point	New Jersey
2014	11	14	Nov 14	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4063.MOV")	Washington	District of Columbia
2014	11	18	Nov 18	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4136.MOV")	Washington	District of Columbia
2014	11	18	Nov 18	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4179.MOV")	Washington	District of Columbia
2014	11	16	Nov 16	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4104.MOV")	Cape May Point	New Jersey
2014	11	19	Nov 19	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4230.MOV")	Winterset	Iowa
2014	11	20	Nov 20	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4257.MOV")	Dowagiac	Michigan
2014	11	18	Nov 18	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4210.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4274.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4276.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4359.mov")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4302.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4303.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4284.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4279.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4379.MOV")	Washington	District of Columbia
2014	11	21	Nov 21	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4301.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4383.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4382.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4385.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4386.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4384.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4387.MOV")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4388.MOV")	Washington	District of Columbia
2014	11	23	Nov 23	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4407.MOV")	Upper Marlboro	Maryland
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4398.MOV")	Upper Marlboro	Maryland
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4390.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4461.mov")	Washington	District of Columbia
2014	11	22	Nov 22	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4389.MOV")	Washington	District of Columbia
2014	11	24	Nov 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4426.MOV")	Upper Marlboro	Maryland
2014	11	24	Nov 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4425.MOV")	Upper Marlboro	Maryland
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4469.mov")	Washington	District of Columbia
2014	11	24	Nov 24	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4432.MOV")	Upper Marlboro	Maryland
2014	11	26	Nov 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4444.MOV")	Rock Hall	Maryland
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4466.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4468.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4467.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4472.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4471.MOV")	Washington	District of Columbia
2014	11	26	Nov 26	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4452.MOV")	Upper Marlboro	Maryland
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4473.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4474.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4481.MOV")	Washington	District of Columbia
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4483.MOV")	Washington	District of Columbia
2014	11	30	Nov 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4598.MOV")	Washington	District of Columbia
2014	11	30	Nov 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4595.MOV")	Washington	District of Columbia
2014	11	30	Nov 30	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4576.MOV")	Washington	District of Columbia
2014	11	28	Nov 28	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4557.MOV")	Temple Hills	Maryland
2014	11	27	Nov 27	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4493.MOV")	Upper Marlboro	Maryland
2014	12	01	Dec 1	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4600.MOV")	Washington	District of Columbia
2014	12	02	Dec 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4613.MOV")	Washington	District of Columbia
2014	12	02	Dec 2	=HYPERLINK("http://localhost:8000/2014/12/02/20141202-150500/IMG_4614.MOV")	Washington	District of Columbia
